practice_id,kind,mean_flagged,mean_nonflagged,std_effect_size,n_flagged,n_nonflagged,p_value
E86003,flood_geo,-11.444444444444443,1.373333333333333,-0.3147998434452304,3,57,
E86004,flood_geo,-51.349999999999994,3.6678571428571436,-0.9862544918890408,4,56,0.009509096994304323
E86005,flood,47.05,-3.36071428571429,1.2346324392182773,4,56,0.01847303302088104
E86006,flood,43.33333333333335,-2.280701754385959,1.0489931035181612,3,57,0.04914384004806511
E86007,flood,6.0,-0.42857142857143266,0.075285853758729,4,56,0.8011163321986555
E86007,flood_geo,10.066666666666663,-0.5298245614035125,0.1240969160592226,3,57,0.721730648834447
E86009,flood,32.699999999999996,-2.3357142857142894,0.8087572322819444,4,56,0.048747333394302504
E86010,flood_geo,-162.45000000000002,11.603571428571426,-1.5394586096474427,4,56,0.015478790488787723
E86011,flood,25.133333333333336,-1.3228070175438593,0.6283356699460277,3,57,0.06700545534047378
E86012,flood,65.60000000000001,-3.4526315789473636,0.9348090086858465,3,57,0.026767971946230273
E86014,flood,34.400000000000006,-1.810526315789473,0.797618354023184,3,57,0.06700924935211429
E86015,flood,85.1,-6.078571428571436,0.8089634914533732,4,56,0.08037738894133604
E86016,flood,71.13333333333334,-3.7438596491228093,1.6322064511314172,3,57,0.007005612771166345
E86017,flood,67.93333333333334,-3.575438596491232,0.7006191633215877,3,57,0.24827586206896549
E86017,flood_geo,-120.35000000000001,8.596428571428568,-1.2633742191472537,4,56,0.009954166538497032
E86018,flood,37.93333333333333,-1.9964912280701796,0.8744563255126697,3,57,0.09315185200148908
E86019,flood,34.26666666666667,-1.8035087719298262,0.8321991017190647,3,57,0.27720631209818813
E86020,flood,53.86666666666667,-2.835087719298244,1.145500116856441,3,57,0.01926345238789766
E86022,flood,17.333333333333332,-0.9122807017543825,0.5193861276351063,3,57,0.3422454315551089
E86024,flood,16.266666666666666,-0.8561403508771904,0.6019016836556947,3,57,0.17485478826619616
E86026,flood,14.950000000000003,-1.067857142857142,0.3502869339702243,4,56,0.24776110612042168
E86026,flood_geo,-22.10000000000001,1.5785714285714312,-0.517815467608158,4,56,0.3065715149288065
E86027,flood_geo,-50.0,3.5714285714285725,-0.9551282519365799,4,56,0.03536220253090675
E86028,flood,89.53333333333335,-4.7122807017543895,1.3233480893319374,3,57,0.002396259497369959
E86028,flood_geo,-3.9200000000000044,0.35636363636363366,-0.06004648285662929,5,55,0.8560003163958991
E86029,flood,43.4,-2.2842105263157864,0.9569995824525974,3,57,0.04914384004806511
E86030,flood,7.449999999999999,-0.5321428571428581,0.38248298531999264,4,56,0.2927501173840007
E86030,flood_geo,-14.149999999999999,1.0107142857142846,-0.7264609721178382,4,56,0.19732771253616144
E86033,flood,15.533333333333331,-0.8175438596491192,0.6388653826032938,3,57,0.14469000300290716
E86034,flood,-2.049999999999997,0.14642857142857224,-0.1072445569512453,4,56,0.6248313451656562
E86034,flood_geo,-28.349999999999998,2.025000000000001,-1.4831137510086863,4,56,0.04386977087457076
E86036,flood,24.950000000000017,-1.7821428571428513,0.42709207287069034,4,56,0.20780715499070979
E86038,flood,8.100000000000001,-0.5785714285714286,0.24415411952480762,4,56,0.3505373958059237
E86038,flood_geo,-35.00000000000001,2.5000000000000004,-1.0549869362183046,4,56,0.03166287687621416
